soc_code_clean,high_exposure_score,low_exposure_score,ai_exposure_score,soc_code,occupation_title_2020,employment_2020,occupation_title_2025,employment_2025,pct_change
47-5022,1.83,2.545,-0.7149999999999999,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",40240.0,"Excavating and Loading Machine and Dragline Operators, Surface Mining",34480.0,-14.314115308151093
47-5041,1.915,2.561666666666667,-0.646666666666667,47-5041,Continuous Mining Machine Operators,14990.0,Continuous Mining Machine Operators,14000.0,-6.604402935290193
47-5043,1.935,2.546666666666667,-0.6116666666666668,47-5043,"Roof Bolters, Mining",2080.0,"Roof Bolters, Mining",2160.0,3.8461538461538463
47-5044,1.6975,2.2783333333333333,-0.5808333333333333,47-5044,"Loading and Moving Machine Operators, Underground Mining",3520.0,"Loading and Moving Machine Operators, Underground Mining",5930.0,68.4659090909091
47-5051,2.3675,2.59,-0.2224999999999997,47-5051,"Rock Splitters, Quarry",4640.0,"Rock Splitters, Quarry",3320.0,-28.448275862068968
47-5071,1.935,2.3983333333333334,-0.4633333333333334,47-5071,"Roustabouts, Oil and Gas",44710.0,"Roustabouts, Oil and Gas",44970.0,0.5815253858197271
47-5081,2.3425,2.75,-0.4075000000000002,47-5081,Helpers--Extraction Workers,12740.0,Helpers--Extraction Workers,6700.0,-47.409733124018835
49-1011,3.0700000000000003,2.6966666666666668,0.3733333333333335,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",475000.0,"First-Line Supervisors of Mechanics, Installers, and Repairers",617500.0,30.0
49-2011,3.2975,2.8516666666666666,0.4458333333333333,49-2011,"Computer, Automated Teller, and Office Machine Repairers",91930.0,"Computer, Automated Teller, and Office Machine Repairers",65600.0,-28.641357554661155
49-2021,3.1025,2.7449999999999997,0.3575000000000004,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",13210.0,"Radio, Cellular, and Tower Equipment Installers and Repairers",11140.0,-15.669947009841028
49-2022,2.83,2.703333333333333,0.12666666666666693,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",190510.0,"Telecommunications Equipment Installers and Repairers, Except Line Installers",140920.0,-26.030129651986773
49-2091,3.105,2.7216666666666662,0.38333333333333375,49-2091,Avionics Technicians,21390.0,Avionics Technicians,18830.0,-11.968209443665264
49-2092,2.395,2.58,-0.18500000000000005,49-2092,"Electric Motor, Power Tool, and Related Repairers",15380.0,"Electric Motor, Power Tool, and Related Repairers",14450.0,-6.046814044213264
49-2093,3.385,3.03,0.355,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",10390.0,"Electrical and Electronics Installers and Repairers, Transportation Equipment",6940.0,-33.20500481231954
49-2094,3.05,2.7466666666666666,0.30333333333333323,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",55200.0,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",65010.0,17.77173913043478
49-2095,2.9699999999999998,3.035,-0.06500000000000039,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23070.0,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",20720.0,-10.186389250108366
49-2096,2.9,2.688333333333333,0.2116666666666669,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",10230.0,"Electronic Equipment Installers and Repairers, Motor Vehicles",8550.0,-16.422287390029325
49-2097,2.735,2.615,0.11999999999999966,49-2097,Audiovisual Equipment Installers and Repairers,25760.0,Audiovisual Equipment Installers and Repairers,19780.0,-23.214285714285715
49-2098,2.61,2.765,-0.15500000000000025,49-2098,Security and Fire Alarm Systems Installers,68920.0,Security and Fire Alarm Systems Installers,86340.0,25.27568195008706
49-3011,2.61,3.0050000000000003,-0.39500000000000046,49-3011,Aircraft Mechanics and Service Technicians,128300.0,Aircraft Mechanics and Service Technicians,138090.0,7.630553390491037
49-3021,2.1625,2.6133333333333333,-0.4508333333333332,49-3021,Automotive Body and Related Repairers,137120.0,Automotive Body and Related Repairers,149310.0,8.89002333722287
49-3022,2.4875,2.6466666666666665,-0.15916666666666668,49-3022,Automotive Glass Installers and Repairers,18490.0,Automotive Glass Installers and Repairers,20310.0,9.843158464034614
49-3023,2.5475000000000003,2.533333333333333,0.014166666666667105,49-3023,Automotive Service Technicians and Mechanics,620110.0,Automotive Service Technicians and Mechanics,704640.0,13.631452484236666
49-3031,2.55,3.1833333333333336,-0.6333333333333337,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,253010.0,Bus and Truck Mechanics and Diesel Engine Specialists,289960.0,14.604165843247301
49-3041,2.6875,2.6016666666666666,0.08583333333333343,49-3041,Farm Equipment Mechanics and Service Technicians,35720.0,Farm Equipment Mechanics and Service Technicians,37870.0,6.019036954087346
49-3042,2.535,2.9616666666666664,-0.4266666666666663,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",147680.0,"Mobile Heavy Equipment Mechanics, Except Engines",176600.0,19.58288190682557
49-3043,2.3825,2.9683333333333337,-0.5858333333333339,49-3043,Rail Car Repairers,22310.0,Rail Car Repairers,21350.0,-4.303003137606455
49-3051,2.935,3.016666666666667,-0.081666666666667,49-3051,Motorboat Mechanics and Service Technicians,20440.0,Motorboat Mechanics and Service Technicians,23220.0,13.60078277886497
49-3052,2.5324999999999998,2.5516666666666663,-0.019166666666666554,49-3052,Motorcycle Mechanics,13490.0,Motorcycle Mechanics,13510.0,0.14825796886582654
49-3053,2.5825,3.0116666666666667,-0.4291666666666667,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,31500.0,Outdoor Power Equipment and Other Small Engine Mechanics,36060.0,14.476190476190476
49-3091,2.8525,3.1483333333333334,-0.2958333333333334,49-3091,Bicycle Repairers,11290.0,Bicycle Repairers,12170.0,7.7945084145261285
49-3092,2.6075,3.091666666666667,-0.48416666666666686,49-3092,Recreational Vehicle Service Technicians,15150.0,Recreational Vehicle Service Technicians,17430.0,15.049504950495049
49-3093,2.07,2.585,-0.5150000000000001,49-3093,Tire Repairers and Changers,98560.0,Tire Repairers and Changers,108410.0,9.993912337662337
49-9011,2.7,2.905,-0.20499999999999963,49-9011,Mechanical Door Repairers,22680.0,Mechanical Door Repairers,27120.0,19.576719576719576
49-9012,2.825,2.89,-0.06499999999999995,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",50660.0,"Control and Valve Installers and Repairers, Except Mechanical Door",48240.0,-4.776944334780892
49-9021,3.4475,3.438333333333333,0.009166666666666767,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",344020.0,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",409670.0,19.08319283762572
49-9031,3.035,2.565,0.4700000000000002,49-9031,Home Appliance Repairers,27640.0,Home Appliance Repairers,32150.0,16.316931982633864
49-9041,2.3775,2.4116666666666666,-0.03416666666666668,49-9041,Industrial Machinery Mechanics,385980.0,Industrial Machinery Mechanics,439640.0,13.902274729260583
49-9043,2.2675,2.2983333333333333,-0.030833333333333268,49-9043,"Maintenance Workers, Machinery",65240.0,"Maintenance Workers, Machinery",60020.0,-8.00122624156959
49-9044,2.8175,3.3016666666666663,-0.4841666666666664,49-9044,Millwrights,44400.0,Millwrights,40330.0,-9.166666666666666
49-9045,1.705,2.22,-0.5150000000000001,49-9045,"Refractory Materials Repairers, Except Brickmasons",760.0,"Refractory Materials Repairers, Except Brickmasons",1080.0,42.10526315789473
49-9051,2.2375,3.0516666666666663,-0.8141666666666665,49-9051,Electrical Power-Line Installers and Repairers,114930.0,Electrical Power-Line Installers and Repairers,131070.0,14.043330723048813
49-9052,3.2875,3.2866666666666666,0.0008333333333334636,49-9052,Telecommunications Line Installers and Repairers,122480.0,Telecommunications Line Installers and Repairers,97720.0,-20.215545395166558
49-9061,2.8725,2.2266666666666666,0.6458333333333335,49-9061,Camera and Photographic Equipment Repairers,3320.0,Camera and Photographic Equipment Repairers,1650.0,-50.30120481927711
49-9062,2.7775,2.6916666666666664,0.08583333333333343,49-9062,Medical Equipment Repairers,48510.0,Medical Equipment Repairers,65990.0,36.03380746237889
49-9063,2.5275,2.695,-0.16749999999999998,49-9063,Musical Instrument Repairers and Tuners,7070.0,Musical Instrument Repairers and Tuners,5380.0,-23.903818953323906
49-9064,2.6925,2.2800000000000002,0.41249999999999964,49-9064,Watch and Clock Repairers,2430.0,Watch and Clock Repairers,1310.0,-46.09053497942387
49-9071,2.3625,2.7600000000000002,-0.3975000000000004,49-9071,"Maintenance and Repair Workers, General",1357630.0,"Maintenance and Repair Workers, General",1529700.0,12.674292701251447
49-9081,3.1875,3.0966666666666662,0.09083333333333377,49-9081,Wind Turbine Service Technicians,5860.0,Wind Turbine Service Technicians,9980.0,70.30716723549489
49-9091,2.745,2.433333333333333,0.311666666666667,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",25080.0,"Coin, Vending, and Amusement Machine Servicers and Repairers",26410.0,5.303030303030303
49-9092,2.4299999999999997,3.3699999999999997,-0.94,49-9092,Commercial Divers,3460.0,Commercial Divers,3450.0,-0.2890173410404624
49-9094,3.1075,3.171666666666667,-0.06416666666666693,49-9094,Locksmiths and Safe Repairers,16180.0,Locksmiths and Safe Repairers,15040.0,-7.045735475896168
49-9095,2.2375,3.69,-1.4525000000000001,49-9095,Manufactured Building and Mobile Home Installers,2900.0,Manufactured Building and Mobile Home Installers,3020.0,4.137931034482759
49-9096,2.65,3.0766666666666667,-0.42666666666666675,49-9096,Riggers,21700.0,Riggers,22530.0,3.824884792626728
49-9097,2.26,2.81,-0.5500000000000003,49-9097,Signal and Track Switch Repairers,7250.0,Signal and Track Switch Repairers,8720.0,20.275862068965516
49-9098,2.6775,3.1566666666666667,-0.4791666666666665,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",91430.0,"Helpers--Installation, Maintenance, and Repair Workers",95580.0,4.5389915782565895
49-9099,2.83,2.686666666666667,0.1433333333333331,49-9099,"Installation, Maintenance, and Repair Workers, All Other",151050.0,"Installation, Maintenance, and Repair Workers, All Other",176300.0,16.716319099635882
51-1011,2.975,2.585,0.3900000000000001,51-1011,First-Line Supervisors of Production and Operating Workers,599900.0,First-Line Supervisors of Production and Operating Workers,673430.0,12.257042840473412
51-2011,2.7125,2.59,0.12250000000000005,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",38460.0,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",34020.0,-11.54446177847114
51-2021,2.88,2.5050000000000003,0.37499999999999956,51-2021,"Coil Winders, Tapers, and Finishers",12580.0,"Coil Winders, Tapers, and Finishers",12840.0,2.066772655007949
51-2031,2.3275,2.5633333333333335,-0.23583333333333334,51-2031,Engine and Other Machine Assemblers,41510.0,Engine and Other Machine Assemblers,34000.0,-18.092026017827028
51-2041,2.435,2.3699999999999997,0.06500000000000039,51-2041,Structural Metal Fabricators and Fitters,69550.0,Structural Metal Fabricators and Fitters,52360.0,-24.71603163191948
51-2051,2.5375,2.4499999999999997,0.08750000000000036,51-2051,Fiberglass Laminators and Fabricators,18800.0,Fiberglass Laminators and Fabricators,16170.0,-13.98936170212766
51-2061,2.04,1.9483333333333333,0.09166666666666679,51-2061,Timing Device Assemblers and Adjusters,1000.0,Timing Device Assemblers and Adjusters,250.0,-75.0
51-3011,2.1174999999999997,2.0100000000000002,0.10749999999999948,51-3011,Bakers,168890.0,Bakers,236200.0,39.854343063532475
51-3021,2.0149999999999997,2.026666666666667,-0.011666666666667158,51-3021,Butchers and Meat Cutters,142220.0,Butchers and Meat Cutters,136430.0,-4.071157361833778
51-3022,2.94,2.9966666666666666,-0.05666666666666664,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",147760.0,"Meat, Poultry, and Fish Cutters and Trimmers",145700.0,-1.3941526800216568
51-3023,2.17,2.085,0.08499999999999996,51-3023,Slaughterers and Meat Packers,77980.0,Slaughterers and Meat Packers,69950.0,-10.297512182610925
51-3091,1.8225,1.9749999999999999,-0.15249999999999986,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",19010.0,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20370.0,7.154129405576012
51-3092,2.87,2.65,0.2200000000000002,51-3092,Food Batchmakers,153270.0,Food Batchmakers,174520.0,13.864422261368825
51-3093,2.205,1.9683333333333335,0.23666666666666658,51-3093,Food Cooking Machine Operators and Tenders,26530.0,Food Cooking Machine Operators and Tenders,31250.0,17.79117979645684
51-4021,2.1425,2.4716666666666667,-0.3291666666666666,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",69300.0,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",60840.0,-12.207792207792208
51-4022,1.9024999999999999,1.7733333333333332,0.12916666666666665,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",13730.0,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",8930.0,-34.95994173343044
51-4023,2.07,2.335,-0.2650000000000001,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",34500.0,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",25250.0,-26.811594202898554
51-4031,1.87,1.7850000000000001,0.08499999999999996,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",179300.0,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",171200.0,-4.517568321249303
51-4032,2.7175000000000002,2.6233333333333335,0.09416666666666673,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",9090.0,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4680.0,-48.51485148514851
51-4033,2.3225,2.0100000000000002,0.31249999999999956,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",69570.0,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",67000.0,-3.694121029179244
51-4034,2.7825,2.5616666666666665,0.22083333333333366,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",23710.0,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",16710.0,-29.523407844791226
51-4035,2.7975000000000003,2.4583333333333335,0.33916666666666684,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",15760.0,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",12460.0,-20.939086294416242
51-4041,2.3375,1.9749999999999999,0.36250000000000004,51-4041,Machinists,360340.0,Machinists,287050.0,-20.33912416051507
51-4051,2.3875,2.436666666666667,-0.0491666666666668,51-4051,Metal-Refining Furnace Operators and Tenders,15290.0,Metal-Refining Furnace Operators and Tenders,16780.0,9.74493132766514
51-4052,1.6825,1.7833333333333332,-0.10083333333333311,51-4052,"Pourers and Casters, Metal",7200.0,"Pourers and Casters, Metal",4560.0,-36.666666666666664
51-4061,2.64,2.2383333333333333,0.40166666666666684,51-4061,"Model Makers, Metal and Plastic",3400.0,"Model Makers, Metal and Plastic",2610.0,-23.235294117647058
51-4062,2.6825,2.2583333333333333,0.4241666666666668,51-4062,"Patternmakers, Metal and Plastic",2400.0,"Patternmakers, Metal and Plastic",1470.0,-38.75
51-4071,2.52,2.59,-0.06999999999999984,51-4071,Foundry Mold and Coremakers,16090.0,Foundry Mold and Coremakers,12790.0,-20.509633312616533
51-4072,2.15,1.8916666666666666,0.2583333333333333,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",155020.0,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",150470.0,-2.9351051477228745
51-4081,2.4675,2.25,0.2174999999999998,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",134660.0,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",124590.0,-7.478092974899747
51-4111,2.4725,2.1816666666666666,0.2908333333333335,51-4111,Tool and Die Makers,61190.0,Tool and Die Makers,56930.0,-6.961921882660565
51-4121,2.0875,2.223333333333333,-0.13583333333333325,51-4121,"Welders, Cutters, Solderers, and Brazers",397550.0,"Welders, Cutters, Solderers, and Brazers",416210.0,4.693749213935354
51-4122,2.2,2.2083333333333335,-0.008333333333333304,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",33150.0,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",31600.0,-4.675716440422323
51-4191,2.2375,2.0033333333333334,0.2341666666666664,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",16550.0,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",14000.0,-15.407854984894259
51-4192,2.7750000000000004,2.598333333333333,0.1766666666666672,51-4192,"Layout Workers, Metal and Plastic",7570.0,"Layout Workers, Metal and Plastic",5970.0,-21.136063408190225
51-4193,2.64,2.7516666666666665,-0.11166666666666636,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",38470.0,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",32410.0,-15.752534442422666
51-4194,2.225,2.1233333333333335,0.10166666666666657,51-4194,"Tool Grinders, Filers, and Sharpeners",6080.0,"Tool Grinders, Filers, and Sharpeners",5600.0,-7.894736842105263
51-5111,2.9675,1.7966666666666669,1.170833333333333,51-5111,Prepress Technicians and Workers,28010.0,Prepress Technicians and Workers,23840.0,-14.887540164227062
51-5112,2.05,2.0100000000000002,0.03999999999999959,51-5112,Printing Press Operators,160270.0,Printing Press Operators,144260.0,-9.989392899482123
51-5113,2.42,1.9916666666666665,0.42833333333333345,51-5113,Print Binding and Finishing Workers,42450.0,Print Binding and Finishing Workers,33180.0,-21.83745583038869
51-6011,1.8299999999999998,1.7183333333333335,0.11166666666666636,51-6011,Laundry and Dry-Cleaning Workers,179890.0,Laundry and Dry-Cleaning Workers,198040.0,10.089499138362333
51-6021,2.0025,2.3633333333333333,-0.36083333333333334,51-6021,"Pressers, Textile, Garment, and Related Materials",31980.0,"Pressers, Textile, Garment, and Related Materials",26120.0,-18.323952470293932
51-6031,1.6375,1.75,-0.11250000000000004,51-6031,Sewing Machine Operators,116520.0,Sewing Machine Operators,104880.0,-9.989701338825952
51-6041,1.545,1.8833333333333335,-0.3383333333333336,51-6041,Shoe and Leather Workers and Repairers,7380.0,Shoe and Leather Workers and Repairers,7450.0,0.9485094850948509
51-6042,1.9375,1.8983333333333332,0.039166666666666794,51-6042,Shoe Machine Operators and Tenders,4080.0,Shoe Machine Operators and Tenders,3280.0,-19.607843137254903
51-6051,1.9775,1.835,0.14250000000000007,51-6051,"Sewers, Hand",3410.0,"Sewers, Hand",2190.0,-35.77712609970675
51-6052,2.6175,2.09,0.5275000000000003,51-6052,"Tailors, Dressmakers, and Custom Sewers",20860.0,"Tailors, Dressmakers, and Custom Sewers",13920.0,-33.26941514860978
51-6061,1.8175,1.8099999999999998,0.007500000000000062,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,7260.0,Textile Bleaching and Dyeing Machine Operators and Tenders,5310.0,-26.859504132231404
51-6062,2.1075,1.8966666666666665,0.21083333333333343,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",12650.0,"Textile Cutting Machine Setters, Operators, and Tenders",9000.0,-28.85375494071146
51-6063,1.92,1.9266666666666667,-0.006666666666666821,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",18830.0,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",13030.0,-30.801911842804035
51-6064,2.4325,2.3583333333333334,0.07416666666666671,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",25480.0,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",22020.0,-13.57927786499215
51-6091,2.485,2.3633333333333333,0.12166666666666659,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",15840.0,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",12850.0,-18.876262626262626
51-6092,2.7175000000000002,1.8383333333333332,0.8791666666666671,51-6092,Fabric and Apparel Patternmakers,4670.0,Fabric and Apparel Patternmakers,2950.0,-36.83083511777302
51-6093,1.7925,2.148333333333333,-0.355833333333333,51-6093,Upholsterers,26180.0,Upholsterers,20140.0,-23.071046600458363
51-7011,2.1125,2.1233333333333335,-0.010833333333333695,51-7011,Cabinetmakers and Bench Carpenters,93300.0,Cabinetmakers and Bench Carpenters,77170.0,-17.288317256162916
51-7021,1.8575,2.3383333333333334,-0.48083333333333345,51-7021,Furniture Finishers,15590.0,Furniture Finishers,14480.0,-7.119948685054522
51-7031,2.5075000000000003,2.4766666666666666,0.030833333333333712,51-7031,"Model Makers, Wood",800.0,"Model Makers, Wood",280.0,-65.0
51-7032,2.7175,2.6916666666666664,0.025833333333333375,51-7032,"Patternmakers, Wood",190.0,"Patternmakers, Wood",220.0,15.789473684210526
51-7041,1.6575,1.9766666666666666,-0.3191666666666666,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",48400.0,"Sawing Machine Setters, Operators, and Tenders, Wood",40850.0,-15.599173553719009
51-7042,1.835,2.183333333333333,-0.34833333333333316,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",75160.0,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",61420.0,-18.28100053219798
51-8011,2.3925,2.3733333333333335,0.019166666666666554,51-8011,Nuclear Power Reactor Operators,5310.0,Nuclear Power Reactor Operators,5150.0,-3.0131826741996233
51-8012,2.9924999999999997,2.6033333333333335,0.3891666666666662,51-8012,Power Distributors and Dispatchers,9940.0,Power Distributors and Dispatchers,8520.0,-14.285714285714285
51-8013,2.7116666666666664,2.8322222222222226,-0.1205555555555562,51-8013,Power Plant Operators,32960.0,Power Plant Operators,29320.0,-11.04368932038835
51-8021,2.5300000000000002,2.603333333333333,-0.0733333333333328,51-8021,Stationary Engineers and Boiler Operators,29550.0,Stationary Engineers and Boiler Operators,28250.0,-4.39932318104907
51-8031,3.0324999999999998,2.8766666666666665,0.15583333333333327,51-8031,Water and Wastewater Treatment Plant and System Operators,119380.0,Water and Wastewater Treatment Plant and System Operators,128490.0,7.631093985592227
51-8091,2.5175,2.453333333333333,0.06416666666666693,51-8091,Chemical Plant and System Operators,29710.0,Chemical Plant and System Operators,16610.0,-44.09289801413666
51-8092,2.91,2.901666666666667,0.008333333333333304,51-8092,Gas Plant Operators,14990.0,Gas Plant Operators,18030.0,20.28018679119413
51-8093,2.5225,2.5433333333333334,-0.02083333333333348,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",40480.0,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",33160.0,-18.08300395256917
51-8099,2.52,2.641666666666667,-0.12166666666666703,51-8099,"Plant and System Operators, All Other",14680.0,"Plant and System Operators, All Other",14080.0,-4.087193460490464
51-9011,2.515,2.0933333333333333,0.42166666666666686,51-9011,Chemical Equipment Operators and Tenders,93060.0,Chemical Equipment Operators and Tenders,139630.0,50.04298302170642
51-9012,2.5825,2.2533333333333334,0.3291666666666666,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",47930.0,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",60100.0,25.391195493427915
51-9021,2.6125,2.22,0.3924999999999996,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",32460.0,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",26000.0,-19.901417128773875
51-9022,2.17,2.25,-0.08000000000000007,51-9022,"Grinding and Polishing Workers, Hand",24050.0,"Grinding and Polishing Workers, Hand",10510.0,-56.299376299376306
51-9023,1.9675,1.835,0.13250000000000006,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",116190.0,"Mixing and Blending Machine Setters, Operators, and Tenders",94920.0,-18.30622256648593
51-9031,1.635,1.5116666666666667,0.1233333333333333,51-9031,"Cutters and Trimmers, Hand",7980.0,"Cutters and Trimmers, Hand",6060.0,-24.06015037593985
51-9032,3.02,2.5766666666666667,0.44333333333333336,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",52760.0,"Cutting and Slicing Machine Setters, Operators, and Tenders",44980.0,-14.746019711902958
51-9041,2.575,2.315,0.26000000000000023,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",63730.0,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",58770.0,-7.782833830221246
51-9051,2.4125,2.5066666666666664,-0.09416666666666629,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",16880.0,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",14280.0,-15.402843601895736
51-9061,2.57,2.3816666666666664,0.18833333333333346,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",549200.0,"Inspectors, Testers, Sorters, Samplers, and Weighers",597370.0,8.770939548434086
51-9071,2.90125,2.3075,0.59375,51-9071,Jewelers and Precious Stone and Metal Workers,18650.0,Jewelers and Precious Stone and Metal Workers,22440.0,20.32171581769437
51-9081,2.395,2.158333333333333,0.2366666666666668,51-9081,Dental Laboratory Technicians,30800.0,Dental Laboratory Technicians,34410.0,11.720779220779221
51-9082,2.7925,2.44,0.35250000000000004,51-9082,Medical Appliance Technicians,13710.0,Medical Appliance Technicians,11280.0,-17.72428884026258
51-9083,2.5475,2.263333333333333,0.2841666666666667,51-9083,Ophthalmic Laboratory Technicians,26140.0,Ophthalmic Laboratory Technicians,18660.0,-28.61514919663351
51-9111,2.515,2.595,-0.08000000000000007,51-9111,Packaging and Filling Machine Operators and Tenders,370910.0,Packaging and Filling Machine Operators and Tenders,379060.0,2.1972985360329997
51-9123,1.685,1.7316666666666667,-0.046666666666666634,51-9123,"Painting, Coating, and Decorating Workers",11860.0,"Painting, Coating, and Decorating Workers",7940.0,-33.05227655986509
51-9124,1.575,1.8016666666666667,-0.2266666666666668,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",137510.0,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",158740.0,15.438877172569269
51-9141,2.4375,2.31,0.12749999999999995,51-9141,Semiconductor Processing Technicians,31080.0,Semiconductor Processing Technicians,31460.0,1.2226512226512225
51-9151,2.355,1.97,0.385,51-9151,Photographic Process Workers and Processing Machine Operators,8880.0,Photographic Process Workers and Processing Machine Operators,4800.0,-45.94594594594595
51-9161,2.8775,2.1716666666666664,0.7058333333333335,51-9161,Computer Numerically Controlled Tool Operators,149120.0,Computer Numerically Controlled Tool Operators,169450.0,13.633315450643776
51-9162,3.1225,2.2183333333333333,0.9041666666666668,51-9162,Computer Numerically Controlled Tool Programmers,25530.0,Computer Numerically Controlled Tool Programmers,28500.0,11.633372502937721
51-9191,2.4025,2.3733333333333335,0.02916666666666634,51-9191,Adhesive Bonding Machine Operators and Tenders,12400.0,Adhesive Bonding Machine Operators and Tenders,11500.0,-7.258064516129033
51-9192,1.5675,1.8766666666666667,-0.3091666666666668,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",14060.0,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",14760.0,4.978662873399715
51-9193,2.2625,2.295,-0.03249999999999975,51-9193,Cooling and Freezing Equipment Operators and Tenders,8020.0,Cooling and Freezing Equipment Operators and Tenders,6900.0,-13.96508728179551
51-9194,2.375,2.0166666666666666,0.3583333333333334,51-9194,Etchers and Engravers,9490.0,Etchers and Engravers,7750.0,-18.335089567966282
51-9195,2.48125,2.314583333333333,0.16666666666666696,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",41660.0,"Molders, Shapers, and Casters, Except Metal and Plastic",33190.0,-20.331253000480075
