job_title,cluster,cluster_v2
Senior Lead Data Science Consultant - Conduct Analytics and Reporting,8,15
"Data Analytics Manager - Hybrid to Olympia, WA",8,51
Senior Data Intelligence Manager - Walmart Connect,7,3
"Database Engineer, Lead Team",27,25
BSA/AML Compliance Specialist I,21,5
RSCH DATA ANL 1 (Research Data Analyst) - 63346,5,8
Partner Attorney/Of Counsel - Data Privacy & Cyber Security,23,52
Medical Technologist/MLT (Traveler) | Fishers IN 46037,20,33
MLTC-Nurse Care Manager- Bilingual Russian (Brooklyn Office),9,39
Data Consultant (Data Governance),23,38
AML Financial Crimes Analyst,5,47
"Data Science Manager, Generative AI",18,1
Facilities and Data Center Technician IV,15,2
Master Material Data Specialist,21,5
Supervisor Treasury Database - St. Mary's Hospital Troy NY - FT Days,10,29
"Senior Splunk Engineer with Spark (BigData)--Reston, VA (Day one onsite)",10,39
Assistant Professor - Data Science,18,54
"Sr Data Scientist - Recommendations (Applied ML, Deep Learning, Relevance Systems)",3,27
Data Engineering Manager - Data & Machine Learning Platform,13,22
Data Engineer III with Security Clearance,1,19
"Staff Data Engineer, Quality Data Analytics & Systems",28,57
Machine Learning Research Scientist with Security Clearance,1,19
21st CCLC Data Clerk STEAM (Year 1),10,39
Transportation Planner & Data Scientist,12,40
"Associate Director, Commercial Data Engineering",10,37
Research Analyst (Data Scientist II) with Security Clearance,1,19
"Staff Industrial Engineer, Data Analytics",8,51
"Senior Data Science Engineer, LLM MLOps Platform",13,1
"Scientist, Data Science - Drug Discovery and Cellular Modeling",18,1
Senior Project Manager 4 - Data Governance Project,23,24
"Senior Project Manager - Data Centers, Mission Critical",7,24
"Senior EHS Manager (Data Center Construction) in East Windsor, NJ, USA",14,2
"Manager, Data Scientist - Card Generative AI Systems",7,27
"Data Scientist II, Middle Mile Transportation",12,40
"Pre-Construction Manager, Virginia Data Center Construction",14,2
"Big Data Technologist (Hadoop, Java, Python, Scala, Spark, AWS, HDFS",10,17
"Registered Nurse (RN), Research & Data Analyst",10,8
Senior Lead Software Engineer - Data Modernization,16,6
"Medical Data Analyst at Alameda, CA",5,21
Senior Data Scientist - Marketing Science,18,50
Clin Research Data Mgr,10,8
Senior Datacenter GPU Power Architect,0,20
Senior Auditor/Audit Supervisor - Data Quality and Analysis,28,57
Network Engineer with Data Center,15,2
"Public Health Advisor I - Data Entry Unit , Bureau of School Health",22,10
Senior Electrical Project Manager - Data Center -Chicago 1,15,24
Senior Scientist – ML/AI,3,12
Data Analyst - Senior with Security Clearance,1,19
"Manager, Data Science - Retail Bank",18,1
Senior Data Scientist - Autonomous Mobility & Delivery,12,40
"Sr. Program Manager Data INFRA, Acting On Behalf of Sellers (ABS) Data Inffrastructure",7,3
Senior Machine Learning Engineer - Auto-labeling / Active Learning,24,14
Medical Technologist - Microbiology (MT/MLT/MLS),20,35
"Associate Manager IT, Vendor, MOR, Product & Material Data Owner, Kohler Energy",7,44
Medical Technologist/Medical Lab Scientist (MT) (MLS) Senior - CMH Lab,11,45
IT Manager Data Governance,23,38
Lead Medical Technologist/Lead Clinical Laboratory Scientist/Lead Medical Laboratory Scientist (MT/CLS/MLS) - Coagulation,11,11
Cientista de Dados Sênior | Data & AI,3,12
Google Cloud Platform Data Engineering Manager,13,22
Volunteer: Data Entry - Bay Area Cancer Connections,26,16
Senior Data Projects Analyst,5,48
Founding ML Engineer,3,12
Senior Data Scientist II,12,40
Research Fellow-Acute Myeloid Leukemia (AML),10,8
Data Manager/Library Lead (21155),27,58
Material Master Data Coordinator,10,39
"Data Engineer II, Physical Stores Strategic Insights (PSSI)",10,39
Data/Software Engineer II/III,16,4
Data Architect/ AZURE DATA BRICKS 'W2',29,31
Data Management Software Engineer,16,6
"Senior Staff Software Engineer, Google Cloud Data Management",16,6
IT Business Intelligence & Data Analyst II,25,55
"Distinguished Engineer, Enterprise Data Platforms - Data Creation",6,36
Volunteer: CrowdDoing Growth Hacking for Recruiting Big Data/Machine Learning Volunteers,26,16
Lead Machine Learning Engineer / Computer Vision,24,14
"Data Scientist, Senior with Security Clearance",1,19
Data Engineer - Snowflake,6,41
Lead Software Engineer – AI/ML Services,3,12
"Software Dev Manager III - Foundational People Data Services, Data Producer eXperience (DPX)",7,4
Senior Technical Product Manager - Code Data,7,44
Freelance Data Analyst,5,21
Operations Research Analyst/Data Scientist (Mid to Senior Level),2,8
"Manager, Marketplace Strategy & Operations (MLB, Resale 3rd Party)",2,32
Travel Clinical Lab Scientist/Medical Technologist (MT/MLT) - ASCP REQUIRED,20,35
"Manager, Data Science - Financial Services",18,47
"Senior Data Engineer, IT Enterprise Data Solutions",6,34
"Data Engineer IV, Day Shift, Information Technology",10,39
"Data Scientist - Tiktok Ads, Growth Marketing",10,50
Associate Director-Data Architect,29,37
MLO Branch Manager,7,3
General Foreman - Data Centers,10,39
"Sr. Scala Engineer, Database Engineering",6,22
Principal Machine Learning Engineer (Data Scientist - Wildfire),24,14
Telecom Superintendent Data Center Construction (Traveling),14,2
"Marketing Business Analytics Data Analyst, Marketing – Lakeland",25,50
Lead Data Scientist - Property & Casualty Insurance Pricing,27,58
Application Developer III - (Surge Team BI – Data Engineering Team),17,25
OPERATIONS ANALYST-DATA AND PROJECTS - 54064,2,32
Quantitative Researcher - AI / ML,3,12
"Senior Data Analyst, Healthcare",5,49
DATABASE ARCHITECT 1470,29,28
Data Management Analyst - Entry Level,22,10
"Business Analyst with AML || New York, NY (Day1 onsite)",10,39
Database Analyst II,5,28
"Lead Bigdata Engineer//Bellevue, CA, NJ or Dallas. (hybrid)",27,58
Assistant Professor of Environmental Data Science (Tenure-Track),18,54
"Associate Director, Data Enablement",10,37
IT Data Engineer,6,36
Sr. Data Architect (ANKG23068),29,31
Data Center Business Development (Originator to Director),15,2
"Sr. Analyst, Data and Enrollment Planning, Medicine",5,59
Medical Technologist/MLT *SIGN ON BONUS!*,20,33
Senior Data & AI Engineer - Senior Data Scientist,12,34
Data Pipeline Engineer,6,36
"Category Manager, Data Center Sourcing & Procurement",15,2
Project Planner & Data Manager III,7,24
Data Manager Mid Level (20946),7,3
Senior Software Engineer - Data Platforms Integrations (Remote),16,23
Database&Campaign Operations Manager,2,32
Network  Data Center Support,15,2
Enterprise Data and Analytics Project Manager,8,24
AML Operations Control Analyst - Bilingual (Spanish),9,39
Database Management Associate - Level 4,10,37
"Sr Staff Software Engineer, ML Accelerators",16,6
Senior Database Architect,29,28
Technical Lead (Java/XML),27,58
Senior Logging Geologist-INSITE Specialist -Surface Data Logging,21,5
Tax Data Analyst - Business Tax Advisory - Quantitative Services - Manager - Mult Pos - 1455012,10,39
Cancer Clinical Research Project Manager – Data Quality,28,24
Sr Business Systems Analyst – Pharmacy Data Analytics & Compliance,25,27
Data Analyst -Power Bi Developer,17,9
Data Manager (Mid),7,3
"Senior Software Engineer, Growth Data Engineering",16,6
Senior Data Links/Network Engineer,6,34
Data Center Tech,15,2
Salesforce CRMA Data Architect / Data Engineer - Analyst,29,31
Capital Equipment Procurement Manager - Data Centers,7,3
IT Business Data Analyst,25,55
Senior ML Data Researcher,3,12
Data Center Operations Manager-Washington DC,2,32
"Sr. Data Scientist - Irving, TX - Onsite - 10+ years - Python coding test is mandatory",10,39
Data Center Training Manager,15,2
Volunteer: Medicinal Foods-Data Engineering/AWS,26,16
Machine Learning Data Scientist - Python / R | Clearance Requ... with Security Clearance,1,19
"Bioinformatician Data Analyst, Pulmonary",5,21
RDA2 (RSCH DATA ANL 2) - 62923,5,21
"Senior Staff Data Scientist, Research",12,8
Senior IT Database Administrator,19,30
Data Migration Lead,27,58
"Cartographic Analyst (Feature Data Production-Journeyman) NGA - Washington, 2nd Shift",10,39
Senior Data Engineer (Ruby on Rails),6,34
Senior Data Scientist (Department of Medical Ethics),12,40
Sr Tech Lead-Data Engineer-Healthcare,27,49
Cloud Data Security Analyst,1,19
Volunteer: Data input,26,16
"Security Program Manager, Data Center Security, Global Amazon Dedicated Cloud Security Program Management Team",1,19
Data Scientist - Fulltime,12,40
Research Data Consultant,10,15
Sr. Data Scientist 4740,12,40
"Sales Representative, CoStar Data & Analytics - Orlando, FL.",8,51
Enterprise Data Warehouse (EDW) Manager,7,3
Local Health Data System Analyst,5,39
Quality Assurance Data Reviewer,28,57
Sr Database Developer (On-Site),17,9
Entry Level Business Analyst/Entry Level Data Aanalyst,22,10
Quality Data Specialist Registered Nurse RN at HCA Healthcare,28,49
Clinical Support Data Analyst Research Fellow,5,46
Jr Business Data Analyst,25,55
Quality Control Manager Data Center Construction (Traveling),14,57
Data Analytics/Business Intelligence Manager,25,51
Databricks Architect-ADF,29,26
BSA AML Analyst,10,39
Senior Big Data Engineer + Healthcare Exp(On-Site),6,17
Sr Database Engineer,6,28
Cmms Administrator/data Manager with Security Clearance,1,19
Architect - Data Architect - MS - Medicaid,29,31
"Staff, Data Modeler",10,13
Sr. Data Analyst (min 12 yrs+ exp) HYBRID (LOCAL Candidates highly preferred) (either Webcam or In-person interviews),10,39
Nurse Data Collection Specialist,21,5
"Principal Consultant, Data Governance (Principal Level)",4,18
"Senior Manager, Global Safety Data Management (Princeton, NJ)",7,53
Manager - Patient Data Governance,23,38
"Branch Manager NMLS 3 - Delavan, WI",7,3
Senior Database Engineer with Security Clearance,1,19
Medical Technologist (MT / MLT) - Core Lab - Middletown - Resource - Varied Shift,20,35
MEP Senior Data Scientist (Hybrid),12,40
Senior (AI) Data Engineer,3,34
Data Scientist II - Language Modeling and AI,9,40
"Senior Manager, MLE Strategy",7,3
Data Center Network Engineer,15,2
Volunteer: Photographer #MLK,26,16
Data Analyst/ Business Analyst,25,55
US Consumer Bank Data Analytics Analyst Graduate Program 2024 (Wilmington),8,51
Data Insights Manager,7,3
"Data Strategy, Manager – Enterprise",7,3
Marketing Data Analyst Sr.,5,50
Principal Product Data Analyst,4,44
Database & Stewardship Manager,7,28
Supervising Management Analyst (Fleet Data & Asset Management),10,53
"Sr Engineer - High-Performance Machine Learning (Python, HPC clusters, Kubernetes)",24,14
Operations Manager (Senior Data Analyst),2,32
"Manager, Data and Analysis",7,56
Senior Principal Instrumentation & Data Network Engineer,4,18
Vendor Master Data Analyst - Entry Level,22,10
"Supervisor,  Datacenter & Technology Services",0,20
"Sr. Clinical Data Manager, Shifamed",7,46
Technical Data Manager with Security Clearance,1,19
Chapter Lead - Data Hub,27,58
SR. Data Platform Engineer in IL,13,7
Datacenter Technician & Linux Support Agent,0,20
Healthcare Equity Data Analyst,5,49
ERP Master Data Specialist | Supply Chain,21,5
Sr. Data Scientist 4740 with Security Clearance,1,19
Sr. Java Engineer with Big Data Experience,6,17
Senior Scheduler (Data Center),15,2
Business Analyst- Metadata,25,55
Marketing Database/Campaign Manager - Borgata,7,50
Oracle Enterprise Data Management Consultant,10,15
"Senior Project Manager, Data Center",15,24
"Full Time Job Opportuity - Sr Python Developer / Data Engineer - Wilmington, DE (Onsite)",17,9
"Data Science Engineer, Team Lead",27,25
RESEARCH CONSULTANT: MOORED BUOY DATA ANALYST & DEVELOPER,17,8
ML Engineer Manager,3,12
Data Tech Lead,27,58
"Machine Learning Research Scientist, Principal",24,14
IT Manager - Cloud Data Engineering,7,22
"Senior Full-Stack Engineer (Frontend, Backend, Database)",6,28
Sr. Research Data Manager,7,8
"Senior Data Engineer, Solar",6,34
Senior Data Scientist - Remote,12,23
Senior Database Administrator (Onsite Opportunity),19,30
Analytics Engineer / Data Scientist GAEDSPA1223-ANA009718,8,51
Staff Data Operations Engineer,2,32
Data Center Technician L1,15,2
"Data Engineer II, Amazon Software Builder Insights (ASBI)",16,6
"ML Compiler Software Engineer, Autopilot AI",3,12
Data Engineer Johnston IA Onsite position,6,36
IT Delivery Manager – Data and AI Services,7,3
"Manager, Data Infrastructure",7,3
Senior Research Data Scientist,12,8
Machine Learning Research Scientist - Atlas Perception,24,14
"VP Engineering, Data Platform",13,22
Staff Software Engineer - Data Platform,13,6
Project Scheduler- Data Centres -Traveling,10,24
"Sr Data Analyst GovCon (Alexanderia, VA)",5,59
Superintendent Data Center Construction,14,2
Data Analysis Manager,7,56
Assistant Professor (Cybersecurity/Data Privacy),23,54
Senior Software Architect - Data Center Systems,16,27
Journeyman Data Science Manager,18,1
Big Data Solution Architect,29,17
"Data Engineer-junior -northern, Va with Security Clearance",1,19
Data Operations Manager II,2,32
"Supervisor- Quality Control, Data Review",28,57
"Datacenter Engineer, Infrastructure Network Engineering",0,20
Data Governance Manager - Data Quality,28,38
Data Architect (Mortgage -Claims),29,31
ARCHITECTURE SENIOR TECH LEAD (PLATFORM & DATA SOLUTIONS) - AWS (HYBRID),13,58
PERFORMANCE EXECUTIVE CHEF - Washington Nationals MLB - Washington DC,10,39
Research Data Manager,7,8
Community Partnership Liaison PFMLIA Employee-Hybrid #231212-6500VR-001,10,39
"Cyber Tools and Database Administrator, Senior with Security Clearance",1,19
Business Analytics / Data Scientist (2023-0258),8,51
Data Support Manager at North Carolina - A2Zxperts,7,3
"Senior Data Scientist, Product",12,44
Data Scientist - Systematic Equities,12,40
Data Auditing Assistant,10,54
Advisor (Aviation Data Analyst Lead),27,58
Data Entry Operations Supervisor,22,29
Data Processor (Hourly),10,39
"Global Product Manager, Data Analysis & Simulation",7,56
Remote Sr. Data Analyst - Healthcare insurance,5,49
Expert Data Architect with Security Clearance,1,19
AML Compliance Specialist,21,5
Med Lab Technologist MLT MT,20,35
"Fraud Data Scientist, Senior with Security Clearance",1,19
"Teamleiter:in Finance Administration in der Logistik (m/w/d) in Nuremberg, Deutschland",10,39
Data Labeling Quality Specialist - Commercial,28,57
Senior Project Manager Data Center,15,24
BUSINESS ANALYST with Electronic data interchange EDI @Remote MST,25,23
Data Solution Architect,29,31
"Client Relationship Manager, Data Coordinator - Cristo Rey Jesuit Seattle",10,39
Oracle Exadata with Data analysis,10,56
Statistician/Data Scientist Pharmaceutical,12,40
Data Quality Business Systems Analyst,28,57
Databricks SME,10,26
"Senior Software Development Engineer, MADS - Measurement and Data Science",16,6
Manufacturing Engineer - Chamberlain Machine LLC,24,14
"Sr. Data Scientist, Charging Data Modeling",12,40
"Manager, SAP BI and Data Analytics",8,51
Cloud Data Platform Administrator,13,30
Strategic Buyer/Data Analyst,5,21
Senior Data Scientist - Measurement,12,40
"Senior Software Engineer, Full Stack (Enterprise Data)",16,6
Solution Marketing Manager – Data & AI,7,50
Senior Big Data Engineer -US,6,17
Data Center Operations Manager-Houston Texas,2,32
"Staff Data Engineer (Bangkok based, relocation provided)",10,39
Principal Database Architect - Information Technology,4,18
Data & Evaluation Manager in Planning and Development,7,3
"Project Manager, Data Center",15,24
Primarily Remote Mid-Senior Data Analyst (Alexandria VA),5,23
Medical Technologist (MT/MLT) - Lab - Hamilton - Resource - Varied Shift,20,35
"Senior Structural Engineer/Analyst GTSTRUDL, ML2",6,34
Manager - Vendor Master Data Refinery,7,3
Senior Risk Manager - Anti-Money Laundering (AML),7,3
